Industry,Gig_Worker_Percentage,Revenue_Growth,Cost_Savings,Employee_Turnover,Gig_Dependency_Level,Gig_Satisfaction_Score,Policy_Support_Level,Collaboration_Level,Impact_on_Company
Finance,88.93560065283343,8.604919288540167,19.67718145942777,13.476834083548535,4,5,2,5,1
Healthcare,79.73141440866252,14.010758139822052,18.179242212214408,10.096240744539768,3,3,4,5,1
Tech,6.087957439305169,2.3897418628482807,8.557411512595504,4.946177121310831,4,4,4,5,1
Retail,85.59344323601495,10.497109874240977,18.847554270749797,9.7761372033705,2,3,2,5,1
Healthcare,82.5896269292096,10.90761095445572,16.938386458390223,16.144561704820866,3,3,1,4,1
Finance,79.55853567821205,11.671719571772746,17.596777295331048,7.690644398180746,4,3,3,3,1
Logistics,67.67481250628593,11.526479538770712,17.396633669891145,11.49685664258515,5,2,5,5,1
Tech,52.61828101048604,8.414489437378984,11.306055837218256,11.294829051109456,2,4,1,2,0
Healthcare,12.416820567279263,1.655073967772481,10.167825326052139,8.097443646328879,1,5,2,5,1
Finance,79.40820434767281,10.39713933902253,17.113088558459143,12.32476641274519,4,4,4,4,1
Finance,89.62276351710567,11.764725331083074,17.992277987503105,8.644948119753234,2,1,3,1,0
Healthcare,16.756291105986854,2.505526105345491,8.868298492748789,16.699880503826158,3,2,4,4,1
Logistics,45.088369642761435,8.8184947317971,12.268842553049726,14.410756693165494,5,4,4,5,1
Tech,72.88490193646112,9.23352355577919,13.718586327865129,14.993138079504162,2,2,1,2,0
Tech,64.98232443114927,7.870407611851039,13.915783307793948,5.0612278109152165,4,5,3,2,1
Finance,63.9601748513116,11.820807525275388,13.47874305553248,17.59653996853967,2,2,5,5,1
Healthcare,46.514552162471205,9.526021301424912,12.421738587567987,13.070353103560219,5,4,1,2,1
Retail,13.744242585717858,7.156068223839874,9.636076197595843,13.647243798820158,4,1,5,4,1
Retail,29.33472376586044,5.309692812680267,8.567215295358146,14.198245152480483,1,4,2,1,0
Retail,17.821841886984146,10.124749429580698,10.040982688603641,14.330122972432806,4,4,2,5,1
Retail,39.41308487726265,7.527348864887104,11.461071780521653,12.480790354381238,3,5,5,5,1
Finance,91.15931735574449,12.435567705118094,18.073549736096393,15.447615565150619,4,4,4,3,1
Tech,20.89206776950879,6.939435757139088,8.765502954139722,10.817179497100188,4,5,1,1,0
Logistics,15.406079373053426,4.062251048765729,9.46621763841145,11.337934805822208,2,2,5,3,0
Healthcare,68.06145194641273,9.446574186153509,16.947492600435762,2.453549580187767,4,4,1,2,0
Retail,71.70381013253537,11.202740150820222,16.18859687093104,11.460307418926364,3,1,2,5,1
Healthcare,53.85367687674238,10.228438724259766,11.91258204207583,9.480334379199798,2,5,4,2,0
Healthcare,83.78394123088555,13.709484460884216,17.196550776263766,12.159184298063215,3,5,3,1,1
Logistics,37.07135636457107,4.501597501951386,11.229362209282277,9.004813194534584,3,3,1,4,0
Retail,31.23883404953154,6.726883809373927,11.749047715500321,17.53795238856487,1,2,1,2,0
Healthcare,31.022592793765934,6.809888798632363,12.10927545906504,9.01893671381701,2,3,1,2,0
Finance,23.65201422732264,3.63027566601093,8.390257926066154,12.91377075393178,4,5,5,4,1
Tech,16.1578981859815,3.3418814829210075,9.127567626775726,12.259825376430847,2,2,4,5,0
Finance,7.753325822370682,3.7064051436040097,9.149573909511474,11.200465354116051,2,3,4,1,0
Tech,58.762729724147064,8.699028168689402,14.643799573197327,8.112038193674508,5,1,5,2,1
Retail,60.77777123868976,10.549774799625501,13.922454678858767,9.390130537474517,4,5,3,4,1
Finance,68.64341319025404,12.694914749830929,14.341563513346228,11.856264119331334,1,1,2,4,0
Healthcare,10.842467411571011,2.7892286403231594,9.774647294043909,9.84828409294186,2,2,4,5,0
Logistics,59.288740435678555,10.176665830534256,14.482737168404498,7.22349933984126,1,2,2,1,0
Tech,77.08956832795819,10.730202327579047,17.413946169391412,22.24082254353036,5,5,3,4,1
Tech,76.83152979282217,9.84061231638399,17.677775690855434,8.84495154935241,2,4,5,4,1
Finance,46.76035145184449,8.249587909740198,10.565267801433619,4.575235297977857,4,2,3,2,0
Logistics,71.73277870408695,12.159000412229595,16.593446437440733,16.430769248752085,4,1,4,3,0
Retail,17.37141032076227,3.553090041106227,8.854476965675456,8.789480753687739,4,5,1,4,1
Finance,89.62267737783523,13.099767257148823,19.072152511354886,10.229441957761258,5,5,3,1,1
Logistics,51.65186868244531,8.02890264215849,14.972588756993694,6.223398308353246,4,1,5,2,1
Healthcare,99.07324363757766,12.231632513831478,21.370099324266203,12.156699554396065,5,5,5,3,1
Tech,91.89145969959962,11.113128817516852,18.23838648792073,21.972244512000284,4,4,1,3,0
Tech,49.24422608665016,9.63620658345,13.737211719173029,13.81465522848994,3,2,1,5,0
Retail,92.19276706303697,11.151841829780041,18.953548882791438,20.02868456142828,2,2,3,2,0
Healthcare,61.35146827175125,8.239986744712139,16.914466035597986,13.321968520014568,5,1,4,4,1
Tech,92.6227657197305,13.653961657577929,19.063059913717066,14.091688394577355,3,5,3,3,1
Healthcare,66.20886770924774,7.039299791054203,13.624190316798495,10.829694801663738,2,4,4,3,1
Healthcare,63.33647922608,10.698392362463908,15.094533683955804,9.236318804461463,1,5,4,2,1
Logistics,83.24923700561442,12.92461513110598,16.83339508093297,5.256723977106002,1,1,1,2,0
Logistics,0.5359304625596084,1.2955990575830514,6.380205191793785,10.536597617664317,2,1,5,3,0
Healthcare,21.976445772283082,4.4508598193248226,10.925274309491048,11.284371504306996,5,1,5,1,0
Tech,84.30143548449627,10.812482225567479,17.980396217037438,9.057481164405562,1,3,2,5,0
Logistics,5.9930433118891795,3.596593633187024,10.17761184239222,11.77806666226309,4,2,3,5,1
Finance,43.23545903670759,5.667905644961455,11.82728918261921,17.379780276654003,3,4,3,1,0
Logistics,35.91875534165651,6.539905136626568,11.89059803228725,7.674658590026711,1,1,1,1,0
Tech,64.44288246422742,6.841727275653904,16.419106387374356,9.248222333941637,4,3,2,2,0
Tech,29.933645718936532,4.156329665515054,7.884610837349088,20.044584525534034,1,2,3,1,0
Healthcare,93.98559588938637,12.257787714015318,16.60458340600463,9.43835887716012,5,5,3,4,1
Healthcare,44.61280094191864,5.116281853487479,13.341415345212033,9.081055206856401,1,3,3,5,0
Tech,13.143786445264915,6.266817840610756,5.01006862276594,13.00016767959979,4,1,2,5,1
Retail,53.539752742547684,8.107833951799178,14.595358059569385,3.478657990753176,3,4,3,4,1
Healthcare,97.36809543982065,14.722197627309374,17.752921769715574,12.721117422659015,4,5,5,1,1
Logistics,43.81047896475763,6.545698532643732,14.069362878384057,11.870848662304788,5,1,1,1,0
Tech,85.37630041248534,14.377346231574954,15.474753582933708,10.279032768441702,2,5,3,1,0
Healthcare,76.78668026717565,10.04114252734694,16.924147983028984,6.359098030446987,3,5,1,5,1
Healthcare,55.100048576144424,6.812677406324091,13.171247262843782,3.959421303069261,3,2,5,1,0
Retail,44.036393117879804,4.0642613867680915,13.833076242306262,17.44366807963216,4,5,1,4,1
Healthcare,93.30951222719214,13.470928755226051,15.040852094805183,17.061178298720066,3,5,2,4,1
Healthcare,44.20276084304238,4.818990002111583,11.153227890905171,8.992156246792524,1,4,3,3,0
Healthcare,54.16595491653655,9.2322412995104,13.008931910631778,8.06954840441874,4,1,3,2,0
Healthcare,8.734041411394433,2.8420408092661225,7.869954780081955,12.795330182341129,2,4,2,3,0
Logistics,21.448395787032226,2.9246851562190077,9.042960959719506,18.27640263349547,5,4,2,4,1
Logistics,28.550816641639145,6.282438312979432,9.572389976035339,9.720904605119918,1,5,3,1,0
Healthcare,50.07480192678987,8.572296525917203,14.293219565441511,7.33350959729547,4,3,5,1,1
Logistics,91.92415409246131,10.336315813186989,18.734095958898138,7.290121581688323,2,1,5,4,1
Tech,7.9302474753386365,6.54465685519428,9.43742069115839,5.048424653534158,3,5,3,5,1
Logistics,8.737691590679075,3.765443467152185,9.990497933506354,10.075734263909247,4,3,1,5,0
Tech,90.57491739413585,11.008770684409884,17.354949132330535,16.115421356767726,1,5,2,4,1
Tech,0.7071016338003999,4.311499738952205,9.966524202940288,22.85635224736032,3,3,5,4,1
Healthcare,44.325734135933445,6.492892523001723,10.814190390259121,4.612561175567813,5,1,1,3,0
Tech,2.6657724933027427,2.9914646321254166,5.945505500732761,11.066584801487416,4,3,1,3,0
Logistics,74.9955101104078,6.871508017689385,17.683718304591352,14.662605998414369,5,4,1,4,1
Tech,21.804964018895024,5.783544254129722,9.834647503956246,11.18566450554873,1,1,1,3,0
Finance,6.544250232505389,3.3097210887048165,9.17007255360307,10.43654199596812,1,4,3,2,0
Healthcare,71.69700461607317,11.92415514955823,16.50920704542339,15.530074574949866,4,1,1,2,0
Retail,73.69013721717079,10.653697314257602,13.756162151412541,6.379525351242439,3,1,2,5,1
Tech,65.64983125788874,7.602446540204779,15.97189908441435,11.642013736901209,4,5,5,3,1
Tech,33.3204232125859,10.685810518173659,11.383153221874794,10.275484320612552,4,5,3,5,1
Retail,40.992793335107244,6.062730629906066,8.93519229522827,9.575457262893195,1,3,4,4,0
Finance,27.3962919330616,5.767275815726592,10.896490517980967,10.553816622724932,3,1,2,4,0
Healthcare,9.658723026894567,6.584915308398532,6.58324122011752,8.212346459687298,1,3,2,3,0
Finance,19.875247716857825,3.262581456295022,13.019817261000112,10.625507372644268,3,3,4,2,0
Logistics,91.11757080951116,10.813442039559952,19.62669220071613,12.131055567527396,2,3,3,5,1
Tech,65.94593969773113,11.116564412338438,17.290295667968355,14.2149838384513,4,4,2,3,1
Retail,21.604022447357973,3.6438899201057624,8.946234281356004,13.01611872330332,2,3,5,3,0
Retail,31.04329919783051,5.433666295674799,11.91066428414526,14.989591735811405,3,2,1,1,0
Logistics,38.36815223277997,6.234979698023253,10.552287204830515,15.397292318437064,3,5,2,3,1
Healthcare,91.62612150932193,10.693227727564246,19.540236049082743,8.274171634764139,2,4,2,2,0
Logistics,85.03801163813402,11.508251209164008,15.65166140972618,13.325746891861353,2,1,4,3,0
Retail,25.5028202084723,4.9961359787229895,11.326195931507137,12.376436044158917,4,5,3,1,1
Tech,33.731782600967406,8.666369965597866,14.729776633363215,5.4569653810203835,3,2,2,5,1
Healthcare,57.834982844818015,8.495679845349617,12.869847404060595,10.435776018329909,3,3,2,5,1
Finance,69.1903862100156,8.76401153139452,14.386251989202572,13.647853412578534,3,5,3,2,1
Logistics,56.092206477015694,10.585930483417068,13.2245246583988,6.604636715976014,1,1,3,1,0
Healthcare,57.39453222006694,6.23555590509258,14.973101979570508,12.88200389492204,1,1,1,5,0
Healthcare,57.21377471653535,6.872591907903879,13.161727409877765,11.056485770006224,3,1,2,1,0
Tech,14.002568946988559,2.8532989723997035,9.414649796372998,15.485534909054163,3,5,2,4,1
Tech,24.194623658811576,7.127698978835685,13.4954922893297,11.976032975054807,3,4,2,3,0
Finance,41.43831693562766,7.688252552399716,12.69941197367968,12.115544646093404,1,2,1,1,0
Retail,69.0414140895213,9.251678592519102,15.771874997289682,11.099167915385467,3,5,1,4,1
Finance,9.90778645201502,7.668379925188516,7.013120180498471,7.809720655356673,3,4,2,1,0
Retail,36.82435451451161,7.972256574295455,14.000528630367448,15.913515436003989,5,3,4,4,1
Healthcare,47.78829946319899,6.28959497607632,11.505062085652588,14.912646161428837,1,2,2,2,0
Healthcare,47.7351715524499,6.125061075643356,11.223694200940535,13.638650600058632,1,5,2,5,1
Logistics,3.291079695493926,5.641044351494583,7.783758531422673,9.30188450410171,3,1,5,5,1
Finance,58.78450964526611,8.165435172816801,13.087837383855877,13.317945566189302,2,4,2,2,0
Finance,29.88202348114175,6.6685913782769894,9.488553732237943,9.646591258134949,2,4,3,5,1
Tech,79.71820284078926,10.23629611684943,15.38509853181187,12.938872640331896,5,1,3,1,0
Healthcare,95.74154865182017,13.13378766193618,20.25055313486257,17.874791042672015,4,5,5,4,1
Healthcare,50.43905832546242,7.8907926506659685,13.35525008992732,14.912132434715822,2,2,2,5,0
Finance,50.5810683519715,7.876089434141719,13.790650294372458,10.362258624873418,1,2,3,4,0
Healthcare,77.96211359353894,13.152262953467204,15.038223511825006,12.628588832539199,2,3,1,4,0
Healthcare,68.9688680662291,7.6284958002640835,13.482019892364825,7.068000539233566,4,1,1,5,0
Tech,59.88499363061168,12.240856438259005,11.603166675813963,9.387488410769446,5,3,1,5,1
Tech,39.302825828301366,6.030947962652558,10.827779302217275,10.275119726469967,2,5,5,4,1
Healthcare,57.710964946378226,7.881960292662217,13.678611911958512,15.270361912371511,5,4,4,1,1
Healthcare,93.90576587903313,13.74444139875492,16.48346456224057,9.881981794429894,2,2,3,1,0
Healthcare,64.76055105817147,10.150263072496648,15.297622072954622,1.9777205768865915,1,1,2,3,0
Tech,45.1882493650932,8.402673919039323,10.475860176600015,11.897447998377686,5,1,4,1,0
Finance,19.809957203119943,6.529096681459207,9.876403320017499,13.150405028634289,4,4,5,3,1
Healthcare,99.16595457479623,12.521498920478132,19.675471773300924,10.57033612511113,5,5,1,4,1
Finance,35.54285305079493,5.6678754737300725,10.812385209162795,14.920286464091356,2,2,2,5,0
Tech,85.64776938434238,8.086917200352067,16.818806520840592,15.79366487205548,2,3,1,3,0
Retail,78.32111553790514,9.670528035126877,19.906535897129118,15.26725297623809,3,1,5,2,0
Logistics,92.9652877790556,12.567466639244495,16.391828142711944,19.62004353204193,2,1,5,1,0
Healthcare,74.14198908629999,10.606073559631701,15.777972644379902,14.143951796007203,1,5,4,1,1
Retail,10.66182471297983,3.272733206402057,10.279131216512823,13.621022256191742,5,5,5,3,1
Healthcare,48.684857510347335,7.175012202315145,12.687920511556806,13.010017459256849,3,2,1,3,0
Tech,7.8903272584582185,4.575520935338632,9.685678664700802,13.358356890150386,1,3,1,1,0
Tech,51.37451444804616,5.393479246541741,11.233053698740347,8.27829460534903,4,4,1,1,0
Logistics,66.98050412383195,11.082640511953391,15.721538443148678,9.280931136028665,4,5,1,3,1
Logistics,48.12434553768365,8.604753902470978,11.505063447586737,21.776181904267265,2,1,4,1,0
Tech,64.75951176130154,9.334322231438234,16.509894366265936,21.63110017549703,1,5,1,2,0
Finance,85.66982231275688,10.754180773958065,18.404474251044423,5.308695296113113,1,3,3,5,0
Finance,2.713322486806613,5.081752295401223,7.3017135851163575,8.247116201732796,5,3,2,2,0
Finance,43.261493287204566,7.736865779064245,11.588493091895355,11.755861631612392,4,2,5,3,1
Logistics,52.34387088600134,9.639792946111287,15.354576483323417,14.046379231766782,1,3,3,5,0
Healthcare,40.838666001770065,12.906890196571617,13.215850725430883,13.363689878191188,5,5,5,1,1
Logistics,50.0831266286602,7.493686683968411,13.166291090056971,14.686846891329171,3,2,3,1,0
Logistics,1.8724713794390668,6.77130941185632,7.337635009318308,18.774240068062493,4,3,1,1,0
Retail,92.09576668983999,10.483035630011571,17.449811386041887,11.997586018015307,5,2,5,2,1
Logistics,35.92769157645597,7.643923207615453,10.869999166043842,14.06545612500237,1,4,4,1,0
Tech,24.580385627786594,6.830445614294771,9.477025600873743,17.214570542641994,4,3,3,3,1
Retail,91.87469347996249,10.60816249945941,19.211786144876264,12.734732699143269,2,4,3,4,1
Retail,12.319188804283021,5.120844116347451,9.776297521962235,6.747186203967423,5,2,4,3,1
Logistics,35.673132811230545,5.070696632519463,10.825748295044779,8.106029430698493,2,5,5,5,1
Tech,5.752999877208009,2.939510462102853,8.236594089715021,2.502718276975104,2,4,2,4,0
Tech,18.650058340480392,4.827842279027632,10.378669086535583,20.619555717460624,2,4,5,3,1
Logistics,22.53624253203238,5.699313607934811,9.60932794899398,6.308257591865575,1,1,3,4,0
Retail,83.24780000319089,10.947609736124615,18.708949890294974,15.042869143072261,3,3,5,3,1
Logistics,88.28853066451842,12.047032100474702,19.508910339177998,19.147172630819746,4,5,4,4,1
Retail,60.849108656361686,10.404754469889559,15.39896206875567,9.855290487877877,3,3,3,3,1
Logistics,72.84766841211328,9.918227866569033,15.88220910443697,8.851026170037084,1,3,2,3,0
Retail,52.57122020115841,8.202348267130825,12.865364426059445,13.787133229832142,4,3,1,2,0
Tech,48.11240233697149,7.661368461873845,12.107532765136192,7.470514411619808,3,3,5,5,1
Finance,66.32143272984561,9.70788444798587,14.624472126351241,10.113991498158601,4,5,5,5,1
Tech,61.997382328111485,9.671106190485323,13.339117587451709,8.98979912602511,5,4,4,1,1
Retail,63.028365582218804,9.272561753128786,16.114291941725796,18.109153461552225,1,2,1,2,0
Logistics,11.14621395835168,5.068701425493344,5.518213104406886,14.419944777249917,2,2,5,4,1
Retail,76.10206042154468,11.014141767655978,18.610719854557477,7.945745436829773,3,1,5,2,1
Healthcare,10.212109932823566,3.8306307605721273,11.249153016563053,9.653309359754065,4,5,4,5,1
Healthcare,34.910411544958095,5.145065246736536,12.037235651214841,8.133186519949353,5,1,2,4,1
Healthcare,25.246929752127954,5.427181081142848,9.028660291827949,5.8611285440555685,3,4,1,5,1
Retail,9.419245708313717,4.248898532829714,7.601963239454924,19.467152980624412,3,1,2,1,0
Retail,11.593351065750635,3.1571997483353833,7.394537689806905,-1.181999841776772,2,1,1,1,0
Retail,52.13976879026785,10.28226481947867,11.62565692800586,11.93153847104492,3,1,4,1,0
Finance,38.778315744637894,6.9510741908196145,11.57715070444926,5.809097741060217,4,5,1,1,0
Finance,6.628357208945268,2.7381628269210747,10.069767654281776,12.922232252003285,1,5,2,4,0
Healthcare,7.916700047536207,1.823095754894248,6.2477061081406475,20.287230154183433,1,5,1,2,0
Tech,61.67259493093792,7.80909398973508,13.391888128277413,14.826436895043935,4,3,4,4,1
Healthcare,77.05325470381456,9.899614072782738,14.887360497670091,10.77948431034712,3,1,2,5,1
Tech,58.46928752483821,9.177767100503495,14.446564790008361,13.862780811162258,2,4,1,3,0
Healthcare,94.47301283260302,13.520862548285296,18.375889001071485,14.052016280085779,5,4,1,2,1
Retail,48.28751219726897,7.642456209274531,13.287784313804977,15.079979950582901,2,3,4,2,0
Retail,37.40051993732892,4.176210991269871,9.525856445851925,12.877243580610916,2,3,3,1,0
Tech,81.49993898456,12.947291757975805,17.1455791005362,13.41965009938522,2,4,3,4,1
Retail,94.98358817712575,12.535076270213704,17.00482957198058,15.075009563699146,4,1,3,5,1
Logistics,87.47713325615963,11.514117010785426,19.03795641133087,13.51102852633655,1,5,5,3,1
